被 誉为 中国 摇滚 的 第一 人 是 谁	Person
跟 周杰伦 传出 绯闻 ， 被 称为 双 J恋 的 女歌手 是 谁	Person
“ 冲 冠 一 怒 为 红颜 “ 中 的 红颜 是 指 谁	Person
草圣 指 哪位 书法家	Person
查尔斯 的 第二 任 妻子 是 谁	Person
英国 王储 查尔斯 的 妻子 是 谁	Person
查尔斯 的 妻子 是 谁	Person
长篇 小说 《 林海 雪原 》 的 作者 是 谁	Person
1994年 谁 是 土库曼斯坦 的 总统	Person
《 星尘 》 这 首 歌 是 谁 写的	Person
《 孙子 》 的 作者 别名 是 什么	Person
“ 宝带桥 ” 是 谁 建造 的	Person
2008年 北京 奥运会 开幕式 和 闭幕式 的 总 导演 是 谁	Person
谁 是 第一 个 中国 国家 总理	Person
《 西厢记 》 的 作者 是 谁	Person
《 西厢记 》 是 谁 的 作品	Person
《 幸运 52 》 的 主持人 是 谁	Person
称为 “ 数学 之 神 ” 的 科学家 是 谁	Person
“ 初出茅庐 ” 中 茅庐 的 本意 指 谁 的 住处	Person
金庸 原名 是 什么	Person
第一 个 获得 国际 权威 的 杰西·欧文斯 奖的 中国人 是 谁	Person
电视剧 《 新 白娘子 传奇 》 的 主演 叶童 原名 是 什么	Person
电影 《 英雄 》 的 编剧 是 谁	Person
谁 是 第一 个 中国 国家 总理	Person
《 洛神赋图 》 是 谁 的 作品	Person
诗仙 是 谁	Person
岳不群 的 女儿 叫 什么 名字	Person
我国 明代 “ 七 下 西洋 ” 的 航海 家 是 谁	Person
曹雪芹 的 《 红楼梦 》 中 ， 葬花 的 人 是 谁	Person
金庸 小说 《 倚天 屠龙记 》 中 ， 金 毛 狮王 叫 什么 名字	Person
第一 位 扮演 邦 女郎 的 亚洲 女星 是 谁	Person
创办 “ 精武门 ” 的 中国 清末 爱国 武术 家 是 谁	Person
由 百 位 明星 共同 演唱 的 奥运 歌曲 《 北京 欢迎 你 》 的 曲作者 是 谁	Person
以 “ 莫须有 ” 罪名 毒害 了 名将 岳飞 的 奸臣 是 谁	Person
被 誉为 香港 第一 代 “ 玉女 掌 门人 ” ， 与 倪震 结婚 的 女 明星 是 谁	Person
97年 《 还 珠 格格 》 中 ， 因 饰演 小燕子 一角 而 红 遍 亚洲 的 女 演员 是 谁	Person
《 西雅图 不眠夜 》 的 女 主角 是 谁	Person
清朝 道光 年间 ， 在 虎门 销禁 鸦片 的 民族 英雄 是 谁	Person
一 代 武术 宗师 、 功夫 影帝 、 截拳道 武道 哲学 创立人 、 好莱坞 首 位 华人 演员 是 谁	Person
电影 《 白毛女 》 中 ， 抢走 喜儿 的 地主 叫 什么 名字	Person
《 封神 演义 》 中 ， 哪吒 的 父亲 托 塔 李 天王 名叫 什么	Person
中央 电视台 著名 节目 《 实话 实说 》 的 第一 任 主持人 是 谁	Person
“ 海 的 女儿 ” 是 哪个 城市 的 城徽	Location
阿尔及利亚 首都 是 哪个 城市	Location
第一 台 电子 计算机 在 哪里 诞生	Location
第一 次 登上 月球 的 是 哪 国人	Location
2008年 奥运会 将 在 哪个 城市 举行	Location
佛教 起源于 哪个 国家	Location
滑铁卢 战役 发生 在 哪个 国家	Location
巴西 的 首都 是 哪 座 城市	Location
黄梅戏 是 哪个 省 的 地方戏	Location
美国 的 " 自由 女神 " 坐落 在 哪个 城市	Location
青海省 主办 的 自行车赛 在 哪个 湖 附近 举行	Location
发射 第一 颗 人造 卫星 的 是 哪 个 国家	Location
格林尼威 天文台 位于 哪个 城市	Location
“ 玛祖卡 舞 ” 起源于 哪个 国家	Location
“ 郁金香 ” 是 哪个 国家 的 象征	Location
奔驰 汽车 原产 于 哪 一 个 国家	Location
第一 届 世界杯 足球赛 在 哪个 国家 举行	Location
工业 革命 发生 在 哪个 国家	Location
被 称为 “ 瓷都 ” 的 是 我 国 哪一 城市	Location
殷墟 在 中国 的 哪个 古城	Location
德国 最大 的 城市 是 哪	Location
美国 最 大 的 城市 是 哪个	Location
美国 最 古老 的 国家 公园 是 哪个	Location
埃塞俄比亚 的 首都 是 哪里	Location
澳大利亚 首都 是 哪个 城市	Location
澳大利亚 最 大 的 城市 是 什么	Location
刚果 首都 是 哪里	Location
世界上 火山 最 多 的 洲 是 哪 个 洲	Location
美国 的 首都 在 哪里	Location
2000年 奥运会 上 获 金牌 最 多 的 国家 是 哪个	Location
春城 是 指 我国 哪一 城市	Location
阿拉伯 世界 唯一 的 岛屿 是 什么	Location
欧洲 最 大 的 岛屿 是 什么	Location
世界上 最大 的 沙漠 在哪	Location
世界上 人口 最 多 的 岛屿 是 什么	Location
世界上 最大 半岛 是 哪个	Location
世界上 面积 最 大 的 淡水湖 是 哪个	Location
世界上 面积 最 大 的 湖 是 哪 一 个	Location
黑龙江 的 省会 是 哪个 城市	Location
江西省 的 省会 是 哪个 城市	Location
卢浮宫 在 哪 座 城市	Location
哪个 城市 被 称为 “ 国际 会议 之 都 ”	Location
世界上 最深 的 湖泊 是 什么	Location
苏格兰 属于 哪个 洲	Location
世界上 最大 的 岛屿 叫 什么	Location
阿尔卑斯 山脉 的 最高 峰 是 什么	Location
非洲 最高 峰 是 什么	Location
世界上 最长 的 山脉 是 哪个	Location
世界上 最高 的 山峰 叫 什么	Location
哪个 城市 的 电话 区号 是 010	Location
哪 座 城市 是 乌干达 的 首都	Location
大本钟 在 哪里	Location
阿斯旺 大坝 是 哪个 国家 的	Location
中国 面积 最 大 的 省份 是 哪 一 个	Location
“ 冰城 ” 是 我 国 的 哪 一 座 城市	Location
世界上 流经 国家 最多 的 河流 是 哪个	Location
世界上 流经 国家 最多 的 河 是 哪 一 条	Location
世界上 最长 的 河流 是 什么	Location
中国 最 长 的 运河 是 哪 一 条	Location
故宫 位于 哪里	Location
龙门 石窟 在 哪个 省	Location
鲁是 我 国 哪个 省份 的 简称	Location
尼亚加拉 瀑布 在 加拿大 的 哪个 省	Location
白求恩 来自于 哪个 国家	Location
白求恩 是 哪 国人	Location
安南 是 哪个 国家 的 人	Location
奥斯卡 金像奖 是 哪 个 国家 的 奖项	Location
澳门 隶属于 哪个 国家	Location
巴塞罗那 是 哪个 国家 的 城市	Location
巴西 曾经 是 哪个 国家 的 殖民地	Location
柏林 是 哪个 国家 的	Location
被 誉为 “ 风车 之 国 ” 是 哪个 国家	Location
布莱尔 是 哪个 国家 的 首相	Location
产钨 最 多 的 国家 是 哪个	Location
长江 、 黄河 是 哪个 国家 的	Location
车臣 是 哪个 国家 的 加盟 共和国	Location
大阪 是 哪个 国家 的	Location
道教 发祥地 在 哪个 国家	Location
第11 届 亚太 经合 组织 领导人 非正式 会议 在 哪个 国家 举行	Location
第一 套 奥林匹克 邮票 是 哪个 国家 发行 的	Location
世界 最 高 峰 是 什么	Location
法罗群岛 是 属于 哪个 北欧 国家 的	Location
凡尔登 战役 是 在 哪 国 打的	Location
非洲 英雄 马赫迪 是 哪个 国家 的	Location
歌剧 诞生 于 哪个 国家	Location
国际 法院 设在 哪个 国家	Location
海岸线 最 长 的 国家 是 哪个	Location
汉城 是 哪个 国家 的 首都	Location
金字塔 位于 哪个 国家	Location
凯撒 大帝 统治 着 哪个 国家	Location
五岳 中 南岳 指 哪 一 座	Location
白暨豚 生长 在 哪 条 海洋 里	Location
世界上 落差 最 大 的 瀑布 是	Location
向日葵 州 是 指 哪个 州	Location
我国 的 茂兰 自然 保护区 处在 哪个 省	Location
埃菲尔 铁塔 在 哪	Location
巴士 底狱 在哪	Location
玻利维亚 在哪	Location
项羽 是 在 哪 条 江边 自刎 的	Location
中国 的 " 母亲河 " 指 哪 条 河	Location
爱国 华侨 陈嘉庚 出资 兴建 的 大学 是 哪 一 所	Organization
电影界 百花奖 的 主办 单位 是 什么	Organization
哪家 银行 的 简称 是 HSBC	Organization
胡锦涛 曾经 上 过 哪 所 大学	Organization
BMW 是 哪个 汽车 公司 制造 的	Organization
长城 信用卡 是 哪 家 银行 发行 的	Organization
美国 历史 上 第一 所 高等 学府 是 哪个 学校	Organization
美国 历史 最 悠久 的 大学 是 什么 大学	Organization
顾秉林 是 哪个 大学 的 校长	Organization
顾秉林 是 什么 大学 的 校长	Organization
教科文 组织 的 具体 名称 是 什么	Organization
哪个 公司 的 标志 是 一 个 “ W ” 在 圈里	Organization
哪家 石油 公司 负责 中国 的 石油 进出口 业务	Organization
哪家 银行 在 北京 有 最 多 的 办事处	Organization
《 法律 援助 条例 》 是 由 哪个 国家 部门 颁发 实施 的	Organization
UNESCO 是 什么 国际 组织 的 简称	Organization
office 是 由 哪个 公司 开发 的	Organization
windows 是 由 哪个 公司 开发 的	Organization
处理 两 岸 同胞 文化 交流 的 是 哪 个 政府 机构	Organization
江泽民 毕业于 哪 一 所 大学	Organization
哪个 机构 执行 中国 货币 政策	Organization
我国 哪一 银行 执行 中央 银行 的 职能	Organization
现任 中国 总理 毕业于 哪 所 大学	Organization
香港 的 立法 机构 是 什么	Organization
比尔盖茨 创办 了 什么 公司	Organization
英国 历史 最 悠久 的 大学 是 哪 所	Organization
在 中国 制定 货币 政策 的 是 哪个 银行	Organization
朱熔基 总理 毕业于 哪个 大学	Organization
李克强 总理 毕业于 哪个 大学	Organization
中国 的 国家 通讯社 是 哪家	Organization
HP 是 哪个 公司 的 简称	Organization
UNESCO 是 什么 国际 组织 的 简称	Organization
WTO 是 哪个 组织 的 称呼	Organization
1988年 香港 成立 的 大学 叫 什么 名字	Organization
F-111 是 哪个 公司 的 产品	Organization
中华 人民 共和国 最 高 权力 机关 是 什么	Organization
中华 人民 共和国 负责 外交 的 单位 是 什么	Organization
中华 人民 共和国 负责 国防 的 单位 是 什么	Organization
哪个 部门 负责 我 国 与 教育 相关 的 工作	Organization
哪个 部门 负责 维护 社会 治安 秩序 ， 制止 危害 社会 治安 秩序 的 行为	Organization
朝鲜 的 执政党 是 什么	Organization
第三 届 亚洲 政党 国际 会议 是 由 哪个 政党 主持 的	Organization
夺得 世界杯 次数 最 多 的 足球队	Organization
个人 如果 向 银行 出售 金银 物品 必须 卖给 哪个 银行	Organization
利奥 内尔·若斯潘 是 哪个 政党 的 成员	Organization
罗豪才 是 哪个 机构 的 主席	Organization
哪个 机构 负责 全 国 公安 工作	Organization
中国 俗称 南 船 的 机构 是 哪 一 个	Organization
全球 最 大 的 无线 运营商 是 哪个 公司	Organization
中国 的 基础 电信 运营商 之一 是 哪个 公司	Organization
哪家 与 航天 有关 的 国企 成立 成 1999年	Organization
简称 兵 装 集团 的 国企 是 哪 家 公司	Organization
中国 最 大 的 国家 石油 公司 之一 是 什么	Organization
王 宜林 是 哪家 国企 老总	Organization
原 中国 第一 汽车 制造厂 是 哪 家 国企	Organization
哪家 国企 简称 一汽	Organization
徐建 一 是 哪家 国企 的 董事长	Organization
红旗 轿车 是 哪家 汽车 公司 的	Organization
总部 位于 湖北省 十堰 的 汽车 公司 是 什么	Organization
中国 最 大 的 钢铁 公司 是 什么	Organization
中国 最 大 的 房屋 建筑 承包商 是 哪 家 公司	Organization
中国 哪 家 公司 承建 了 泰国 拉玛八世皇 大桥	Organization
比尔盖茨 从 哪个 大学 辍学	Organization
比尔盖茨 创办 了 哪 家 公司	Organization
哪家 公司 称为 “ 中国 科学院 计算所 新 技术 发展 公司 ”	Organization
哪家 电脑 制造商 由 中科院 投资 并 成立于 1984年	Organization
柳传志 是 哪家 电脑 制造商 的 董事 名誉 主席	Organization
哪家 电脑 制造商 位居 中国 国内 市场 首位	Organization
哪家 公司 的 英文 名称 由 “ Legend ” 改为 现在 的 “ Lenovo ”	Organization
杨元庆 出任 哪家 公司 的 总裁 兼 首席 执行官	Organization
全球 第二 大 通讯 设备 供应商 是 哪 家 公司	Organization
在 美国 纽约 出版 的 著名 日报 是 什么	Organization
新闻 大亨 默多克 毕业于 哪 所 大学	Organization
由 英国 政府 资助 但 独立 运行 的 媒体 是 什么	Organization
简称 为 GE 的 跨国 公司 是 什么	Organization
杰夫·伊梅尔特 是 哪 家 公司 的 现任 CEO	Organization
新加坡 的 主要 华文 日报 是 什么	Organization
1848年 成立 的 世界 主要 通讯社 之一 是 什么	Organization
美国 三 大 电视 网络 之一 ， 1995年 被 迪斯尼 公司 兼并 的 是 哪 家 公司	Organization
朝鲜 的 国家 通讯社 是 什么	Organization
法国 最 大 的 通讯社 是 什么	Organization
全球 第一 家 通讯社 是 什么	Organization
前身 是 红色 中华 通讯社 的 是 什么	Organization
哪个 机构 负责 公民 申领 居民 身份证	Organization
哪个 机构 负责 社会 工作者 职业 水平 证书 登记	Organization
中华 人民 共和国 海事局 的 简称 是 什么	Organization
杨传堂 是 哪个 部委 领导	Organization
李家祥 是 哪个 部委 的 副部长	Organization
中国 最 高 国家 权力 机关 的 执行 机关 是 什么	Organization
中国 最 高 国家 行政 机关 是 什么	Organization
中国 哪个 机构 负责 领导 全 国 武装 力量	Organization
中国 的 最高 审判 机关 是 什么	Organization
中国 的 最高 检察 机关 是 什么	Organization
1958年 2月 11日 水利部 与 电力 工业部 合并 为什么 部门	Organization
前身 中央 人民 政府 体育 运动 委员会 的 现在 是 什么 部门	Organization
我国 主管 税收 工作 的 正 部级 直属 机构 是 什么 部门	Organization
市场 监督 管理 和 有关 行政 执法 工作 的 直属 机构 是 什么	Organization
中国 科学 技术 方面 的 最高 学术 机构 是 什么	Organization
北京 邮电 大学 的 占地 面积 有 多 大	Number
北京 大学 占地 多少 平方米	Number
比尔·盖茨 的 房子 有 多少 平方英尺	Number
地球 表面积 是 多少	Number
地球 上 海洋 面积 有 多 大	Number
加拿大 的 国土 面积 是 多少	Number
全球 表面积 有 多少	Number
撒哈拉 沙漠 的 面积 多大	Number
撒哈拉 有 多少 平方公里	Number
委内瑞拉 的 面积 是 多大	Number
《 中 英 关于 香港 问题 的 联合 声明 》 在 北京 正式 签字 在 哪一年	Time
澳门 回归 祖国 在 哪一年	Time
朝鲜 内阁 首相 金日成 元帅 率领 朝鲜 政府 代表团 访问 中国 在 哪一年	Time
邓小平 在 北京 会见 正在 中国 访问 的 阿根廷 总统 阿方辛 在 哪一年	Time
第八 届 中央 委员会 举行 第一 次 全体 会议 在 哪一年	Time
第一 次 提出 “ 大跃进 ” 的 口号 在 哪一年	Time
发现 大庆 油田 在 哪一年	Time
美国 向 日本 广岛 投下 第１ 颗 原子弹 是 在 哪一年	Time
美国 总统 罗纳德·里根 对 中国 进行 正式 访问 在 哪一年	Time
巴黎 凯旋门 从 哪 一 年 开始 建造	Time
